,CASRN,LogLD,smiles
10872,,1.408823157,CCC(=O)OCCCc1ccccc1
10873,,2.100929549,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C1CCc2cc(OC)ccc2C1
10874,,1.543890982,CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C
10875,,1.657940122,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
10876,,2.167427936,CCOCCOCCOC(=O)C1CCC(C(=O)OCCOCCOCC)CC1
10877,,2.484769478,CC(=O)N(C)C(=O)Oc1cccc2c1OC1(CCCCC1)O2
10878,,1.299906522,C1CCCCCCCCCCC1
10879,,2.071429995,O=C(NC(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2)c1cc2ccccc2o1
10880,,1.35097124,CCCCC1C=C(C)CC(C)O1
10881,,1.497530269,CCCCCCOC(=O)CCCCC(=O)OCCCCCC
10882,,1.854550555,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O
10883,,1.797725836,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O
10884,,2.032402261,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O
10885,,1.435141199,CC=C(C)C(=O)OCCc1ccccc1
10886,,1.559151952,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
10887,,1.778721663,O=C(Cc1ccccc1)Cc1ccccc1
10888,,2.009086706,CCOC(=O)C(=O)Nc1nc(-c2ccc(OC)cc2)cs1
10889,,2.43725364,N#CC1(N)CC1
10890,,1.837300496,[BH3-][O+]1CCCC1
10891,,1.745017507,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
10892,,1.77740722,COc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(=O)NC2CC2)cc1
10893,,1.915526464,CNC(=O)C(N=Nc1ccc(Cl)c(Cl)c1)C(C)=O
10894,,1.452046218,COC1(C)CCCCCCCCCCC1
10895,,2.010346001,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC
10896,,1.842331067,CCO[Si](C)(CCCN)OCC
10897,,2.573484291,CCCOC(=O)C(C(=O)OCCC)=C1SC2C(S1)N(C)CCN2C
10898,,2.100054834,CCN(CCOC(C)=O)c1ccc(N=Nc2nc3ccc(Cl)cc3s2)cc1
10899,,1.486912859,CC1CCCCC1
10900,,2.341593802,CN(c1ccccc1)S(=O)(=O)c1cc(O)c2c(N=Nc3ccc(NC(=O)CCl)cc3S(=O)(=O)O)c(N)ccc2c1
10901,,1.984044853,CN1C(=O)C(C)(C)Oc2cc(C(=O)C=Cc3ccc(O)cc3)ccc21
10902,,1.935708309,Cl[Si](Cl)(C1CCCC1)C1CCCC1
10903,,2.595610475,CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O
10904,,1.739960658,Cc1ccc(C(N)=O)c(O)c1
10905,,1.469890712,C=CCSc1nc(N)c2c(C)coc2n1
10906,,1.701624198,O=C(O)CCCCCCCCCCCCCCCCC(=O)O
10907,,1.134254832,C1CC2C3CCC(C3)C2C1
10908,,3.158877911,CCCc1c(Cc2ccc(-c3sccc3-c3nn[nH]n3)cc2)c(=O)nc2nc(C)[nH]n12
10909,,1.609952794,Oc1c(I)cc(Cl)c2cccnc12
10910,,2.813556972,CCN(C(=O)CCCCSc1nnnn1C)C1CCCCC1
10911,,1.565584828,NC(/C(O)=N/C1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1
10912,,2.471889188,CC(=O)C1(Cl)CC1
10913,,1.994225368,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-]
10914,,2.060351778,COc1ccc(OC(=O)c2ccccc2OC(N)=O)cc1
10915,,4.174087926,CN1C(C(=O)Nc2ccccn2)C(=Nc2ccccn2)c2sc(Cl)cc2S1(=O)=O
10916,,2.574527817,CCO/C(O)=N/C1CCCN(c2nc3cc(OC)c(OC)cc3c(=N)[nH]2)C1
10917,,2.587119158,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(S(C)(=O)=O)cc2)C1=O
10918,,4.390696003,CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C
10919,,1.617440243,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O
10920,,2.249413094,CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O
10921,,1.85312429,CNc1ccc(C(=O)O)cc1[N+](=O)[O-]
10922,,1.637661945,CCCCCCCCCCCC(=O)N(C)CC(=O)O
10923,,1.56273819,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
10924,,2.4670679,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1
10925,,1.450925828,CCCCCCCCC=CCCCCCCOC(C)=O
10926,,2.122222871,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC
10927,,2.939917423,COc1ccccc1N1CCN(/C(=N/CC(C)C)Nc2ccc(Cl)c(Cl)c2)CC1
10928,,1.858545218,CC(=O)Oc1c(I)cc(I)cc1C(=O)Nc1ccc(Cl)cc1
10929,,1.67907471,NC(C(=O)O)c1ccc(O)cc1
10930,,1.85791117,CC1=CC(=N)N=CC1
10931,,1.748710934,Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
10932,,1.74762072,O=COCC=Cc1ccccc1
10933,,1.400242603,CCCCOc1ccc(-c2ccc(C#N)cc2)cc1
10934,,1.860867448,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
10935,,1.462879947,Cc1ccc2oc(C=Cc3nc4cc(C)ccc4o3)nc2c1
10936,,1.732060404,CNC(=O)C(C#N)C1=NC(=C2C(=O)NC(=O)NC2=O)c2ccccc21
10937,,1.652112195,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl
10938,,1.601370364,CCCCCCCSCCCCN1CCCCCC1=O
10939,,1.67666557,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
10940,,1.881073166,COC(=O)c1ccc(C(=O)OC)c(N)c1
10941,,1.922623747,CCOC(=O)c1ccccc1OC(N)=O
10942,,2.504807837,CC1COC(Cn2cncn2)(c2cc3cc(Cl)ccc3o2)O1
10943,,1.422274591,C=C(C)CCCC(C)CCOC(C)=O
10944,,1.654978267,CC1CC(OC(=O)C(C)(C)Oc2ccccc2Cl)CC(C)(C)C1
10945,,1.14692137,CC1CC(C)C(C)CC1C
10946,,1.535893868,CCN(CC)c1ccc(C=NN(c2ccccc2)c2ccccc2)cc1
10947,,1.562653864,FC(F)CCl
10948,,2.181179066,Cc1nn(-c2ccc3cc(-c4ccccc4)c(=O)oc3c2)nc1-c1ccccc1
10949,,1.519719516,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2
10950,,2.014430526,CCOc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1
10951,,1.664450167,CC1(C)COP(=S)(OP2(=S)OCC(C)(C)CO2)OC1
10952,,2.496039401,CC1(C)COC(Cn2cncn2)(c2cc3ccccc3o2)OC1
10953,,1.54295618,Nc1ccc(O)c2c1C(=O)c1c(N)c(Br)cc(O)c1C2=O
10954,,1.754259943,CC1CC(O)CC(C)(C)C1=O
10955,,1.878075126,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1
10956,,3.137220088,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(N)nc2ncnn12
10957,,2.085116576,CCCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
10958,,1.992607636,CCCCCCCCCCCCCCCC(=O)OC
10959,,1.605538926,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F
10960,,1.814228314,O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12
10961,,2.645593202,CC(C)(CO)c1cc(Cl)nnc1Cl
10962,,1.621799752,OCc1cncs1
10963,,2.522973411,COc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1F
10964,,1.509793728,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
10965,,2.495864737,O=C(O)c1cc(O)ccc1Nc1ccc(O)c(C(F)(F)F)c1
10966,,1.431747336,CC(=O)NC(CCC(=O)O)C(=O)O
10967,,3.716547958,CNC(=O)Oc1ccc(N(C)C)c(C)c1
10968,,2.602710945,CC(C)=CCC(C#N)(CCN(C)C)Cc1cccc2ccccc12
10969,,1.997867973,COC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1cc([N+](=O)[O-])ccc1F
10970,,1.838545068,C=CCCCCCCCCC(=O)NCC(=O)O
10971,,2.479581068,CCCCC(C)OP(=S)(OC)OC
10972,,2.224940767,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
10973,,1.47976206,CC(=O)CCC=C(C)CCC=C(C)C
10974,,2.086172308,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
10975,,3.130234674,Cc1cccc2ncc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(=O)n12
10976,,1.906907361,CC(C)CCCCCCCCOCCCNCCC#N
10977,,2.199525491,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C
10978,,1.48352352,C=C[Si](OCC)(OCC)OCC
10979,,2.595839994,COc1ccc2c(c1)CCN(c1ccccc1)C2c1cccc(Br)c1
10980,,3.339973016,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21
10981,,1.43949901,CCC(=O)C=CC=C(C)CCC=C(C)C
10982,,2.115622714,Cc1c(C2C(=O)CC(C)(C)CC2=O)c2c(n1-c1ccccc1)CC(C)(C)CC2=O
10983,,2.291853189,NS(=O)(=O)c1ccccc1C(F)(F)F
10984,,2.044103903,CC1COc2c(N3CC(N)C4(CCC4)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23
10985,,2.216245098,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2
10986,,1.451956232,C=CCCCCCCCCC(=O)OCC
10987,,1.501193591,OCCOc1ccc(OCCO)cc1
10988,,1.622970701,CN1CCN(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)CC1
10989,,0.858071776,CC1=CC1
10990,,2.198206165,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
10991,,1.358361651,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
10992,,1.616140132,COC1N=NC(=O)N1C
10993,,1.556726248,Nc1nc(N)nc(N)n1
10994,,2.323825817,C=C[Si](C)(N(CC)C(C)=O)N(CC)C(C)=O
10995,,1.313172356,C=C(C)C1CCC(C)C(O)C1
10996,,2.255666996,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C#N)cc1
10997,,1.75251516,c1ccc(Cn2ccnc2-c2nn[nH]n2)cc1
10998,,1.785772447,Cc1ccc(Nc2ccc(Nc3ccc(C)cc3S(=O)(=O)O)c3c2C(=O)c2c(O)ccc(O)c2C3=O)c(S(=O)(=O)O)c1
10999,,2.008072077,O=C(OCc1cncs1)Oc1ccc([N+](=O)[O-])cc1
11000,,2.938975795,CNC(=O)c1cnc2cccc(C)n2c1=O
11001,,1.17692187,CC(C)(CO)CO
11002,,1.613216833,CCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
11003,,1.578164514,COC(C)CCO
11004,,2.156895404,CCOC(=O)C(=O)Nc1cc(Cl)ncn1
11005,,2.701811829,CCC(C)C(C#N)(CCN(CC=C(C)C)CC=C(C)C)c1cccc2ccccc12
11006,,1.979402066,CN1CCN(CC(=O)N(C)c2ccc(N)cc2)CC1
11007,,1.51780533,CCOCC(O)COc1ccc(NC(=O)CC[SH](C)C)cc1
11008,,2.410392523,CNc1ncnc2c1ncn2Cc1ccccc1F
11009,,1.54581235,CC(C)Br
11010,,2.360732816,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2cn(C(=O)c3c(Cl)cccc3Cl)c3ncc(Br)cc23)c1F
11011,,1.965369881,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
11012,,1.586953226,COc1cc([N+](=O)[O-])ccc1N=NC(C(C)=O)C(=O)Nc1ccccc1OC
11013,,1.699463083,O=C(O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1
11014,,1.716420734,O=C(O)C1C2C=CC(C2)C1C(=O)O
11015,,1.743837531,O=c1c2cc(Cl)ccc2[nH]c2cc3c(=O)c4cc(Cl)ccc4[nH]c3cc12
11016,,4.147676324,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C(C)(C)C)c2sccc2S1(=O)=O
11017,,1.492375755,CCOC(=O)CCNc1ccccn1
11018,,1.895265552,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
11019,,3.24273435,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(NCCN2CCOCC2)nc2ncnn12
11020,,1.165444249,C[Si](C)(C)[Si](C)(C)C
11021,,1.755655367,CCOCCN(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1)C(=O)C(Cl)Cl
11022,,1.935122932,CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C
11023,,2.580340964,OC1=Nc2cc(OCC(O)CN3CCC(c4ccccc4)CC3)ccc2CC1
11024,,3.462879947,CC1(C)C=C(n2ccccc2=O)c2cc(C#N)ccc2C1=O
11025,,1.54721497,CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2
11026,,1.114714375,CC(C)COC(C)(C)C
11027,,1.64783659,CCCCOC(=O)Nc1nc(N2CC=CCC2)cc2nc(=O)on12
11028,,2.548030439,CC(Br)(CBr)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC(C)(Br)CBr)c(Br)c2)cc1Br
11029,,1.521784793,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC
11030,,1.760144929,COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
11031,,1.7282195,O=C1Nc2ccccc2C1=O
11032,,1.570352769,COC(=O)C1CCCO1
11033,,2.723359608,CN(CC/N=C(\O)c1nc(Cl)c(N)nc1N)CCNCc1cc(C(C)(C)C)cc(Br)c1O
11034,,2.702532205,COP(=O)(/N=C(\O)C(Cl)Cl)SC
11035,,2.772201379,Nc1c(Br)cc([N+](=O)[O-])cc1Br
11036,,1.826986884,CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1
11037,,2.271027994,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2
11038,,1.502272312,CC1CCCCCCCCCCCCC(=O)C1
11039,,2.639008104,COc1cc2c(cc1OC)C1CC(CC3CCCCN31)OC(=O)C=Cc1ccc(O)c-2c1
11040,,1.745286289,CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
11041,,1.40336952,CCCC(=O)OCCC(C)C
11042,,1.663299687,C[N+](C)(C)CC(O)CC(=O)[O-]
11043,,1.887526905,CCC=CCCCCCCCC(=O)OC
11044,,2.99172567,CCCNC(=O)c1cnc2cc(C)ccn2c1=O
11045,,2.273167588,CCC(C)c1cccc(C(C)CC)c1O
11046,,1.759871223,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
11047,,2.317750029,CN(C(=O)CCl)c1ccc([N+](=O)[O-])cc1
11048,,2.863896583,CN1CC(c2cc[nH]n2)CC2c3cccc4[nH]cc(c34)CC21
11049,,3.08118883,CCCCCCCNC(=O)c1cnc2cccc(C)n2c1=O
11050,,1.473786615,CC#Cc1cc(C)nc(Nc2ccccc2)n1
11051,,1.882904918,CN1C(=O)COc2cc(C(=O)c3ccccc3)ccc21
11052,,1.684114942,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
11053,,1.996779271,COc1ccccc1OC(=O)c1ccccc1Nc1cccc(C)c1C
11054,,4.071121941,CN1C(C(=O)Nc2ccc(O)cn2)C(=O)c2sccc2S1(=O)=O
11055,,1.731907722,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
11056,,4.690941379,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O
11057,,2.467340196,CCCC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)O2
11058,,1.54721497,C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC
11059,,1.969564418,OCC(O)COc1nn(Cc2ccccc2)c2ccccc12
11060,,2.606849806,FC(F)(F)c1cccc(-n2nc(OCCN3CCCCCC3)c3cccnc32)c1
11061,,1.630895481,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21
11062,,1.575716939,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
11063,,1.750400827,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1
11064,,1.76393022,C/C(O)=N/c1ccc(OC(=O)c2cccs2)cc1
11065,,3.163907426,CCCc1nc2ccnn2c(CCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
11066,,1.912992934,COC(=O)c1ccc(C(=O)O)cc1[N+](=O)[O-]
11067,,1.716404046,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21
11068,,1.972852433,CCCCCCC(O)CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(O)CCCCCC)OC(=O)CCCCCCCCCCC(O)CCCCCC
11069,,1.738154554,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
11070,,1.809222922,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
11071,,1.819140161,CS(=O)(=O)OCC(OS(C)(=O)=O)C(O)C(O)C(COS(C)(=O)=O)OS(C)(=O)=O
11072,,1.621082177,Nc1ccc([N+](=O)[O-])cc1O
11073,110-45-2,1.2546198545624998,CC(C)CCOC=O
11074,,1.801657272,CC(C)CC1(C)OCC(CO)O1
11075,,1.712426325,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
11076,,2.105091763,CCC1(CC)C(=O)N2Cc3ccccc3CN2C1=O
11077,,2.50692718,CCN(CCOC(C)OCC(C)C)c1ccc(N=Nc2ccccc2)cc1
11078,,1.587884499,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
11079,,1.602713342,CCCCCCCCC(C)C=O
11080,,1.613216833,Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1
11081,,1.841339445,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)C1c1ccc2cccc(N3C(=O)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C3=O)c2n1
11082,,1.508649206,CCCCCCCCC=CCCCCCCCCCCCCC
11083,,1.770231147,CCOCc1nc(=O)c2nccnc2[nH]1
11084,,2.914480671,CCN(CC)c1ccc(N)cc1
11085,,2.560423164,COc1cc2c(cc1OC)C(c1ccccc1F)N(c1ccccc1)CC2
11086,,1.721972106,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1
11087,,1.967270801,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1
11088,,2.259831721,CCC[Si](Cl)(Cl)Cl
11089,,1.219629428,O=CC=O
11090,,2.597149782,CCCCOC(=O)c1ccc(-n2nc(OCCCN(C)C)c3ccccc32)cc1
11091,,2.289781726,c1ccc([Si]2(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1
11092,,2.019926534,O=C(O)NN1C(CCCOc2ccc(F)cc2)CC(O)C2CCCCC21
11093,,2.238642489,O=C1CCCCCN1C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CCCCCC3=O)cc2)cc1
11094,,1.966986025,CCCCOC(=O)c1ccc(-n2nc(OC)c3ccccc32)cc1
11095,,1.523096491,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1
11096,,1.636101239,CCCCCCCCCCCCCCOc1ccc(C(=O)O)o1
11097,,1.31868927,CCCC=CCOC(=O)CC
11098,,2.382304516,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1
11099,,1.936373919,CCOC(C)C(CN=NC(N)=S)=NNC(N)=S
11100,,2.168743837,CC(C)(C)c1ccc(C=O)cc1
11101,,2.578906981,Cc1nc(N2CCOCC2)sc1C(=O)Nc1ccccc1
11102,,1.797466475,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
11103,,1.335098682,CCCCCCCC(=O)OOC(C)(C)C
11104,,2.622180854,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1
11105,,2.346736236,COc1cc(O)c2c(=O)oc(CO)cc2c1
11106,,3.099408518,O=[N+]([O-])c1ccc2c(c1)COP(=S)(N1CCCCC1)O2
11107,,3.203750675,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(N2CCCCC2)nc2ncnn12
11108,,1.915309095,CC(CO)COC1CC2CCC1(C)C2(C)C
11109,,1.153898959,NCCC(=O)O
11110,,1.425531547,CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
11111,,1.623451914,O=[N+]([O-])OCC1OC(O)C(O[N+](=O)[O-])C(O[N+](=O)[O-])C1O
11112,,2.068984991,CC(=O)C(N=Nc1cccc(OCCOc2ccccc2N=NC(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
11113,,2.543895533,COc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(Cl)cc1
11114,,3.474157966,Clc1ccc(Cl)nn1
11115,,1.557710573,CC(C)(C)C1CCC(OC(=O)Cl)CC1
11116,,1.46797689,CCCC(=O)OC(C)(C)Cc1ccccc1
11117,,2.173213381,CCOCCOC(=O)C(=O)Nc1nc(-c2ccccc2)cs1
11118,,1.765207162,CC(C)C(=O)OOC(C)(C)C
11119,,1.98969639,CC1Oc2cc(C(=O)C=Cc3ccc(Cl)cc3)ccc2N(C)C1=O
11120,,1.602577279,CCCCC(CC)COC(=O)c1ccccc1O
11121,,1.587051575,CCC(C(=O)O)C1(O)CCCCC1
11122,,1.277832225,CCCC=CCOC(C)=O
11123,,2.060545546,CCOC(=O)C1(OC(=O)Cc2ccc(Cl)cc2Cl)CCCCC1
11124,,1.651917352,Clc1ccc(CSc2ccc(Cl)cc2)cc1
11125,,2.690739937,CCn1ccc(=O)n2nc(-c3cccs3)cc12
11126,,1.669755603,CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1
11127,,2.005640067,CCCCCCCCCCCC1CC(O)C(CCCCCC)C(=O)O1
11128,,1.811670496,CO[Si](CC(C)C)(OC)OC
11129,,1.729053501,CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
11130,,2.121670033,C=C(C)C(=O)OCCNC(C)(C)C
11131,,1.069944221,CC(=O)C(C)O
11132,,1.99795196,ClC(Cl)(Cl)c1ccccc1
11133,,2.273537279,O=C1C(C2Nc3ccc(S(=O)(=O)O)cc3C2=O)=Nc2ccc(S(=O)(=O)O)cc21
11134,,2.228067003,ClC(Cl)Br
11135,,2.028506991,C=C(C)CCl
11136,,2.605157026,ClC(Br)Br
11137,,2.039099548,ClC(Cl)Cl
11138,,2.841422359,O=NN(O)c1ccccc1
11139,,2.05494746,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
11140,,1.586632212,Clc1ccc(Cl)cc1
11141,,1.839865965,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
11142,75-34-3,1.4010654253750001,CC(Cl)Cl
11143,,2.069180797,Oc1ccc(Cl)cc1Cl
11144,,2.894282181,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
11145,79-44-7,2.092096905,CN(C)C(=O)Cl
11146,1643-20-5,2.0684666004375,CCCCCCCCCCCC[N+](C)(C)[O-]
11147,57-14-7,2.654629965375,CN(C)N
11148,,2.663063036,ClCC1CO1
11149,,2.957349729,O=Cc1ccco1
11150,,2.548051993,CCCCCCc1ccc(O)cc1O
11151,,1.462200402,C=C(C)C1CC=C(C)CC1
11152,,2.446472472,CC(O)c1ccccc1
11153,,3.395566714,CN1CCCC1c1cccnc1
11154,,1.250190765,O=C(O)c1cccnc1
11155,,1.849920348,CCOc1ccc(NC(C)=O)cc1
11156,,2.453428069,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
11157,,2.714381896,CCC1C(=O)OCC1Cc1cncn1C
11158,,1.759371524,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
11159,,1.821878577,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
11160,109-99-9,1.7390553868124998,C1CCOC1
11161,,2.343095098,BrC(Br)Br
11162,512-56-1,2.2659687163125,COP(=O)(OC)OC
11163,,1.4731467,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
11164,,2.689670467,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
11165,,2.254434397,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1
11166,,2.126572021,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1
11167,590-86-3,1.3138485953124999,CC(C)CC=O
11168,124-25-4,1.592478954625,CCCCCCCCCCCCCC=O
11169,,3.448305843,O=CC(Br)(Br)Br
