,smiles,LogLD
6231,NC(=S)c1c(Cl)cccc1Cl,2.434975791
6232,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.314750593
6233,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,2.367252798
6234,c1coc(-c2nc3ccccc3[nH]2)c1,2.460464232
6235,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.398222603
6236,CN(C)c1ccc(SC#N)cc1,2.552083898
6237,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,1.643734219
6238,CCCCCCCCC=CCCCCCCCC(=O)NCCS(=O)(=O)O,1.988561186
6239,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,2.345410153
6240,CN(C)C(CSC(N)=O)CSC(N)=O,3.023206718
6241,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1.626179259
6242,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.480765088
6243,Cc1ccc(=O)n(-c2ccccc2)c1,2.15543218
6244,CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,2.513112713
6245,CCC1(CC)C(=O)CC=NC1=O,2.33116245
6246,CCC(CO)NCCNC(CC)CO,1.477789214
6247,COc1cc(C)nc(-n2nc(C)cc2OC)n1,2.721336274
6248,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,1.584793924
6249,COc1ccc2cc(CCC(C)=O)ccc2c1,1.769657065
6250,CN1C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2,2.87470327
6251,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,2.544388425
6252,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,2.287818455
6253,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.15892209
6254,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,1.613242272
6255,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.90103982
6256,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,1.855394967
6257,O=[N+]([O-])c1ccc(O)c2ncccc12,2.571544425
6258,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,2.371904419
6259,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,1.83011241
6260,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,1.901889366
6261,CCN(CC)CCOC(=O)c1cccnc1,1.422636732
6262,NC(=S)NS(=O)(=O)c1ccc(N)cc1,1.887058133
6263,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,1.658420164
6264,CCC(=O)C=Cc1ccc(OC)cc1,1.40424514
6265,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.505931813
6266,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,2.289968428
6267,CCN(CC)C(C)C(=O)c1ccccc1,2.710331073
6268,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,3.234097257
6269,C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,2.134331047
6270,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.568380304
6271,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.138428407
6272,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,2.737231553
6273,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.378163159
6274,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,2.735156168
6275,CN1CCCN=C1C=Cc1cccs1,3.084079778
6276,N#CSCC(Cl)SC#N,3.260823131
6277,O=P(N1CC1)(N1CC1)N1CC1,3.670235821
6278,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,1.738808295
6279,CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2,2.036293465
6280,CC(C)(C)C1CCC(CC2C(=O)C(=O)c3ccccc3C2=O)CC1,1.969730003
6281,NC(=O)Cc1c([O-])on[n+]1Cc1ccccc1,1.719418815
6282,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.241739252
6283,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1.937612449
6284,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1.912928902
6285,CCCCOC(=O)COc1ccc(Cl)cc1Cl,2.56189659
6286,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.481680494
6287,COP(=O)(OC)N1CCOCC1,1.518792202
6288,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,2.071506438
6289,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,2.276276585
6290,COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.989132478
6291,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F,4.247206128
6292,CN(C)N=Nc1ccccc1,2.682398397
6293,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,2.559425985
6294,NCC(CC(=O)O)c1ccc(Cl)cc1,3.168363352
6295,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,1.951904826
6296,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1.783454529
6297,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,5.827375527
6298,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,1.627766165
6299,NC(=O)OCC(O)COc1ccc(Cl)cc1,2.518765048
6300,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.114649521
6301,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,2.805001238
6302,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,2.499416
6303,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.518397369
6304,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,1.920869378
6305,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,2.708274694
6306,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,2.350249693
6307,N=C(N)NCCN1CCCCCCC1,2.276164075
6308,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,2.103378152
6309,CC(C)NNC(=O)c1ccncc1,2.691100878
6310,Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.513307604
6311,O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,4.537937408
6312,COC(=O)C(c1ccccc1)C1CCCCN1,2.803269151
6313,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,2.646629081
6314,CC1=NC(=O)C(C#N)=CC1c1ccncc1,3.36570187
6315,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.184205977
6316,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.532671009
6317,C/N=C(\C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,2.302167444
6318,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,1.914870497
6319,CCN(CC)CCc1nc(-c2ccccc2)no1,1.950252987
6320,O=C1c2ccccc2C(=O)C1c1ccccc1,3.134640486
6321,CCC(c1ccccc1)C1C(=O)Oc2ccccc2C1=O,3.146628737
6322,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.714269609
6323,CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1.653724679
6324,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.01004501
6325,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,1.426971779
6326,Clc1ccccc1CN1CCc2sccc2C1,2.170843265
6327,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.727118143
6328,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.604984483
6329,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1.558484567
6330,O=C(O)c1cccc(Cl)c1Cl,2.489372277
6331,N#Cc1c(Cl)cccc1Cl,1.695860556
6332,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,1.60257794
6333,O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,6.417825296
6334,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,2.640537372
6335,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,4.16709544
6336,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,2.209000383
6337,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.649450695
6338,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,1.487544188
6339,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1.689898176
6340,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,3.400587719
6341,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.679673746
6342,O=C1CC=C(O)N=N1,1.458494513
6343,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,1.680426171
6344,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,1.551978312
6345,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,4.878400561
6346,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,1.664070237
6347,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,5.006080783
6348,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,2.049718724
6349,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,3.566419486
6350,O=C(O)C=CCl,2.522232251
6351,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,2.200236363
6352,OCC=CCl,2.957658922
6353,CNC(=O)Oc1ccc(SC)c(C)c1,3.625900717
6354,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1.58986586
6355,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.504524568
6356,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2.121106342
6357,COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.337336309
6358,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,3.084563426
6359,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.655417626
6360,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,4.027060483
6361,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,4.924741401
6362,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.823783212
6363,CNC(=O)OCc1ccc(Cl)c(Cl)c1,2.097526413
6364,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,2.764255787
6365,CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1,2.060067972
6366,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1,2.019235631
6367,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,1.450770872
6368,CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,3.358768695
6369,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,3.393617228
6370,CC1(C)C(C=C2CCSC2=O)C1C(=O)OCc1coc(Cc2ccccc2)c1,2.603934801
6371,CCCCOC(=O)COc1ccc(Cl)cc1C,2.448528733
6372,Cc1ccccc1C(=O)Nc1ccccc1,1.546674248
6373,COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.677574938
6374,C=CC[N+]1(CCC(C)CCCC(C)C)CCCCC1,2.869383305
6375,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.302849692
6376,CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,3.331427297
6377,CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,6.159407692
6378,CCOCCOCCOC(C)Oc1ccc2c(c1)OCO2,1.930636162
6379,Clc1sc(Cl)c(Cl)c1Cl,3.501104275
6380,CCOP(=O)(O)C(N)=O,1.184858004
6381,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,3.547287782
6382,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.731544389
6383,O=C(O)CCc1nc2ccccc2[nH]1,2.048766158
6384,COc1ccc(C(=O)N2CCCC2=O)cc1,1.68770728
6385,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1.718777291
6386,NC1CCN(c2cccc(Cl)n2)CC1,3.046959051
6387,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,2.597122329
6388,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,2.220364893
6389,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,3.024866105
6390,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.566692825
6391,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,2.167831558
6392,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1.779580139
6393,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.524907428
6394,O=c1oc2cc(O)ccc2s1,2.424352562
6395,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,3.015849217
6396,OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O,2.499529767
6397,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1OC(F)F,1.764360601
6398,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,2.664425715
6399,CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1.971834751
6400,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,1.860529457
6401,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,2.678337385
6402,NC1=NC(=O)C(Br)C(c2ccccc2)=N1,1.919891632
6403,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,2.503391425
6404,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,2.100196201
6405,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,5.959989031
6406,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,3.127967227
6407,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.515188926
6408,O=C1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.531292751
6409,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,2.948634947
6410,O=C1OC(O)C(C(Cl)Cl)=C1Cl,3.084476422
6411,ClCc1cccnc1,2.60607509
6412,N=c1ccn2c(n1)OC1C(O)C(CO)OC12,1.50747806
6413,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4.370648292
6414,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,2.550122315
6415,CCN(C)N=O,2.990782692
6416,CNC(=O)ON=C(SC)C(=O)N(C)C,4.863850039
6417,CC(O)CN(C)c1ccc(NN)nn1,2.205094286
6418,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,2.387137438
6419,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,4.014321604
6420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.016178635
6421,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.411500868
6422,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.066816792
6423,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,2.801522044
6424,CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,5.146636765
6425,Clc1cccc(Cl)c1NC1=NCCN1,3.376710985
6426,CNCCCN1c2ccccc2CCc2ccccc21,2.85148339
6427,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,1.829268844
6428,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,2.704076125
6429,CCN1C(=O)NC(c2ccccc2)C1=O,2.134026152
6430,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1.797976932
6431,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,2.774378261
6432,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.91437431
6433,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,2.569065186
6434,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.954536765
6435,CN1CCN2c3ccccc3Cc3ccccc3C2C1,2.456073724
6436,COC(=O)C1C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.175668521
6437,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.483488771
6438,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,2.089285594
6439,NC(=O)NC(=O)Cc1ccccc1,2.046765782
6440,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.411692535
6441,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,2.857701608
6442,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.5710671
6443,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,2.789696242
6444,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,5.512844426
6445,CNC(=O)ON=CC(C)(C)S(C)(=O)=O,4.045843038
6446,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.18437119
6447,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.980483322
6448,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,2.655489948
6449,COP(N)(=O)SC,3.988257494
6450,CSc1nnc(C(C)(C)C)c(=O)n1N,2.54284164
6451,CCSC(=O)N1CCCCCC1,2.603704679
6452,CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.297315975
6453,CCCCOCCOCCSC#N,3.353909823
6454,NC(=O)NO,1.120705287
6455,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,4.643344089
6456,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,2.782479139
6457,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,1.630096858
6458,C=CS(=O)(=O)C=C,3.567309477
6459,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.266535303
6460,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,2.19437684
6461,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,1.992793289
6462,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,2.043480708
6463,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,2.065811676
6464,N#CSCSc1nc2ccccc2s1,2.123172568
6465,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.850586614
6466,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,1.660502466
6467,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.44630256
6468,COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,1.82695115
6469,CC(C)(S)C(N)C(=O)O,1.383527319
6470,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.547366775
6471,CNCc1ccc(CSCCN/C(=N/S(C)(=O)=O)NCC(O)c2ccc(O)cc2)o1,1.784465132
6472,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2.135240666
6473,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,2.423873835
6474,CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.582178932
6475,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,3.403264637
6476,CC1C(=O)C(=O)C=CN1C,1.59942765
6477,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1.778698943
6478,CC(CCl)[N+](=O)[O-],2.797337855
6479,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1.730760749
6480,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,2.752779958
6481,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,2.965588927
6482,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1.59517714
6483,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.684398132
6484,C#CC(C)OC(=O)Nc1cccc(Cl)c1,1.973009422
6485,CCSCCOP(=S)(OC)OC,3.487215702
6486,CNc1nc(NC(C)C)nc(SC)n1,2.099841513
6487,CNP(=O)(NC)Oc1ccccc1,3.070967424
6488,CCSC(=O)N(CC)CC,2.605493595
6489,CCCCc1c(C)nc(NCC)nc1O,1.718694712
6490,CCc1cc(CC)cc(OC(=O)NC)c1,2.112422751
6491,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,2.298967838
6492,COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,3.394917947
6493,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.08376054
6494,Fc1ccc(SCc2ccc(Cl)cc2)cc1,1.925554445
6495,CCCC(C)c1cccc(OC(=O)NC)c1,3.53880144
6496,COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,3.20073363
6497,CC1NC(C)N(CCN2C(=S)SC(C)NC2C)C(=S)S1,1.669755603
6498,CCOP(=O)(OCC)SCCS(=O)(=O)CC,5.184157759
6499,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.472532495
6500,COP(=O)(OC)SCN1C(=O)c2ccccc2C1=O,3.779971467
6501,CN(CO)C(=S)S,2.366593887
6502,CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,3.794269101
6503,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,1.70599136
6504,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.57433999
6505,CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,3.150705948
6506,COC(=O)N=NCc1c[n+]([O-])c2ccccc2[n+]1[O-],2.489255168
6507,Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],2.150534008
6508,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.696704332
6509,Cc1ncc(CO)c(CN)c1O,1.3507544
6510,Clc1ccccc1-c1nc(-c2ccncc2)no1,1.536019448
6511,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.688232299
6512,O=C1NCCN1c1ncc([N+](=O)[O-])s1,2.376589122
6513,CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,1.782917679
6514,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2.186484864
6515,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,2.161422183
6516,Cc1cc(C2CCCCC2)n(O)c(=O)c1,1.945474871
6517,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,2.049522068
6518,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.577958014
6519,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,2.157136294
6520,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.192174236
6521,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,2.238919551
6522,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,2.652392283
6523,CC(=O)Nc1ncc([N+](=O)[O-])s1,2.670199452
6524,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,1.328764792
6525,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,2.690687897
6526,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,1.972384032
6527,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,2.069731905
6528,NC(=O)C1c2ccccc2CCc2ccccc21,1.995090157
6529,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,2.864460648
6530,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,2.752659873
6531,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,1.660507528
